Number;Name;Type 1;Type 2;Abilities;HP;Att;Def;Spa;Spd;Spe;BST;Height;Weight;Generation;Experience type;Evolutionary Stage;Final Evolution;Catch Rate;Legendary;Mega Evolution;Alolan Form;Galarian Form;Against Normal;Against Fire;Against Water;Against Electric;Against Grass;Against Ice;Against Fighting;Against Poison;Against Ground;Against Flying;Against Psychic;Against Bug;Against Rock;Against Ghost;Against Dragon;Against Dark;Against Steel;Against Fairy
679;Honedge;Steel;Ghost;['No Guard'];45;80;100;35;37;28;325;0.8;2.0;6;Medium Fast;1;0;180;0;0;0;0;0.0;2.0;1.0;1.0;0.5;0.5;0.0;0.0;2.0;0.5;0.5;0.3;0.5;2.0;0.5;2.0;0.5;0.5
680;Doublade;Steel;Ghost;['No Guard'];59;110;150;45;49;35;448;0.8;4.5;6;Medium Fast;2;0;90;0;0;0;0;0.0;2.0;1.0;1.0;0.5;0.5;0.0;0.0;2.0;0.5;0.5;0.3;0.5;2.0;0.5;2.0;0.5;0.5
681;Aegislash Shield Form;Steel;Ghost;['Stance Change'];50;70;140;70;140;60;530;1.7;53.0;6;Medium Fast;3;1;45;0;0;0;0;0.0;2.0;1.0;1.0;0.5;0.5;0.0;0.0;2.0;0.5;0.5;0.3;0.5;2.0;0.5;2.0;0.5;0.5
681;Aegislash Blade Form;Steel;Ghost;['Stance Change'];50;140;70;140;70;60;530;1.7;53.0;6;Medium Fast;3;1;45;0;0;0;0;0.0;2.0;1.0;1.0;0.5;0.5;0.0;0.0;2.0;0.5;0.5;0.3;0.5;2.0;0.5;2.0;0.5;0.5
682;Spritzee;Fairy;;['Aroma Veil', 'Healer'];78;52;60;63;65;23;341;0.2;0.5;6;Medium Fast;1;0;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
683;Aromatisse;Fairy;;['Aroma Veil', 'Healer'];101;72;72;99;89;29;462;0.8;15.5;6;Medium Fast;2;1;140;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
684;Swirlix;Fairy;;['Sweet Veil', 'Unburden'];62;48;66;59;57;49;341;0.4;3.5;6;Medium Fast;1;0;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
685;Slurpuff;Fairy;;['Sweet Veil', 'Unburden'];82;80;86;85;75;72;480;0.8;5.0;6;Medium Fast;2;1;140;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
686;Inkay;Dark;Psychic;['Contrary', 'Infiltrator', 'Suction Cups'];53;54;53;37;46;45;288;0.4;3.5;6;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0
687;Malamar;Dark;Psychic;['Contrary', 'Infiltrator', 'Suction Cups'];86;92;88;68;75;73;482;1.5;47.0;6;Medium Fast;2;1;80;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0
688;Binacle;Rock;Water;['Pickpocket', 'Sniper', 'Tough Claws'];42;52;67;39;56;50;306;0.5;31.0;6;Medium Fast;1;0;120;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
689;Barbaracle;Rock;Water;['Pickpocket', 'Sniper', 'Tough Claws'];72;105;115;54;86;68;500;1.3;96.0;6;Medium Fast;2;1;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
690;Skrelp;Poison;Water;['Adaptability', 'Poison Point', 'Poison Touch'];50;60;60;60;60;30;320;0.5;7.3;6;Medium Fast;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;1.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
691;Dragalge;Poison;Dragon;['Adaptability', 'Poison Point', 'Poison Touch'];65;75;90;97;123;44;494;1.8;81.5;6;Medium Fast;2;1;55;0;0;0;0;1.0;0.5;0.5;0.5;0.3;2.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0
692;Clauncher;Water;;['Mega Launcher'];50;53;62;58;63;44;330;0.5;8.3;6;Slow;1;0;225;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
693;Clawitzer;Water;;['Mega Launcher'];71;73;88;120;89;59;500;1.3;35.3;6;Slow;2;1;55;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
694;Helioptile;Electric;Normal;['Dry Skin', 'Sand Veil', 'Solar Power'];44;38;33;61;43;70;289;0.5;6.0;6;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;2.0;0.5;1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0
695;Heliolisk;Electric;Normal;['Dry Skin', 'Sand Veil', 'Solar Power'];62;55;52;109;94;109;481;1.0;21.0;6;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;2.0;0.5;1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0
696;Tyrunt;Rock;Dragon;['Strong Jaw', 'Sturdy'];58;89;77;45;45;48;362;0.8;26.0;6;Medium Fast;1;0;45;0;0;0;0;0.5;0.3;1.0;0.5;1.0;2.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0
697;Tyrantrum;Rock;Dragon;['Rock Head', 'Strong Jaw'];82;121;119;69;59;71;521;2.5;270.0;6;Medium Fast;2;1;45;0;0;0;0;0.5;0.3;1.0;0.5;1.0;2.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0
698;Amaura;Rock;Ice;['Refrigerate', 'Snow Warning'];77;59;50;67;63;46;362;1.3;25.2;6;Medium Fast;1;0;45;0;0;0;0;0.5;1.0;2.0;1.0;2.0;0.5;4.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;4.0;1.0
699;Aurorus;Rock;Ice;['Refrigerate', 'Snow Warning'];123;77;72;99;92;58;521;2.7;225.0;6;Medium Fast;2;1;45;0;0;0;0;0.5;1.0;2.0;1.0;2.0;0.5;4.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;4.0;1.0
700;Sylveon;Fairy;;['Cute Charm', 'Pixilate'];95;65;65;110;130;60;525;1.0;23.5;6;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
701;Hawlucha;Fighting;Flying;['Limber', 'Mold Breaker', 'Unburden'];78;92;75;74;63;118;500;0.8;21.5;6;Medium Fast;1;1;100;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.5;1.0;0.0;2.0;2.0;0.3;1.0;1.0;1.0;0.5;1.0;2.0
702;Dedenne;Electric;Fairy;['Cheek Pouch', 'Pickup', 'Plus'];67;58;57;81;67;101;431;0.2;2.2;6;Medium Fast;1;1;180;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;0.5;2.0;2.0;0.5;1.0;0.5;1.0;1.0;0.0;0.5;1.0;1.0
703;Carbink;Rock;Fairy;['Clear Body', 'Sturdy'];50;50;150;50;150;50;500;0.3;5.7;6;Slow;1;1;60;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;0.0;0.5;4.0;1.0
704;Goomy;Dragon;;['Gooey', 'Hydration', 'Sap Sipper'];45;50;35;55;75;40;300;0.3;2.8;6;Slow;1;0;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
705;Sliggoo;Dragon;;['Gooey', 'Hydration', 'Sap Sipper'];68;75;53;83;113;60;452;0.8;17.5;6;Slow;2;0;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
706;Goodra;Dragon;;['Gooey', 'Hydration', 'Sap Sipper'];90;100;70;110;150;80;600;2.0;150.5;6;Slow;3;1;45;0;0;0;0;1.0;0.5;0.5;0.5;0.5;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
707;Klefki;Steel;Fairy;['Magician', 'Prankster'];57;80;91;80;87;75;470;0.2;3.0;6;Fast;1;1;75;0;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;1.0;0.0;2.0;0.5;0.5;0.3;0.5;1.0;0.0;0.5;1.0;0.5
708;Phantump;Ghost;Grass;['Frisk', 'Harvest', 'Natural Cure'];43;70;48;50;60;38;309;0.4;7.0;6;Medium Fast;1;0;120;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
709;Trevenant;Ghost;Grass;['Frisk', 'Harvest', 'Natural Cure'];85;110;76;65;82;56;474;1.5;71.0;6;Medium Fast;2;1;60;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
710;Small Size Pumpkaboo;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];44;66;70;44;55;56;335;0.3;3.5;6;Medium Fast;1;0;120;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
710;Average Size Pumpkaboo;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];49;66;70;44;55;51;335;0.4;5.0;6;Medium Fast;1;0;120;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
710;Large Size Pumpkaboo;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];54;66;70;44;55;46;335;0.5;7.5;6;Medium Fast;1;0;120;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
710;Super Size Pumpkaboo;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];59;66;70;44;55;41;335;0.8;15.0;6;Medium Fast;1;0;120;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
711;Small Size Gourgeist;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];55;85;122;58;75;99;494;0.7;9.5;6;Medium Fast;2;0;60;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
711;Average Size Gourgeist;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];65;90;122;58;75;84;494;0.9;12.5;6;Medium Fast;2;0;60;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
711;Large Size Gourgeist;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];75;95;122;58;75;69;494;1.1;14.0;6;Medium Fast;2;0;60;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
711;Super Size Gourgeist;Ghost;Grass;['Frisk', 'Insomnia', 'Pickup'];85;100;122;58;75;54;494;1.7;39.0;6;Medium Fast;2;0;60;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
712;Bergmite;Ice;;['Ice Body', 'Own Tempo', 'Sturdy'];55;69;85;32;35;28;304;1.0;99.5;6;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
713;Avalugg;Ice;;['Ice Body', 'Own Tempo', 'Sturdy'];95;117;184;44;46;28;514;2.0;505.0;6;Medium Fast;2;1;55;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
714;Noibat;Flying;Dragon;['Frisk', 'Infiltrator', 'Telepathy'];40;30;35;45;40;55;245;0.5;8.0;6;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;1.0;0.3;4.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0
715;Noivern;Flying;Dragon;['Frisk', 'Infiltrator', 'Telepathy'];85;70;80;97;80;123;535;1.5;85.0;6;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;0.5;1.0;0.3;4.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;2.0
716;Xerneas;Fairy;;['Fairy Aura'];126;131;95;131;98;99;680;3.0;215.0;6;Slow;2;1;45;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;2.0;1.0
717;Yveltal;Dark;Flying;['Dark Aura'];126;131;95;131;98;99;680;5.8;203.0;6;Slow;1;1;45;1;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.5;1.0;0.5;1.0;2.0
718;Zygarde;Dragon;Ground;['Aura Break'];108;100;121;81;95;95;600;5.0;305.0;6;Slow;1;1;3;1;0;0;0;1.0;0.5;1.0;0.0;1.0;4.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;2.0
718;Zygarde 10%;Dragon;Ground;['Aura Break', 'Power Construct'];54;100;71;61;85;115;486;1.2;33.5;6;Slow;1;1;3;1;0;0;0;1.0;0.5;1.0;0.0;1.0;4.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;2.0
718;Zygarde Complete;Dragon;Ground;['Aura Break', 'Power Construct'];216;100;121;91;95;85;708;4.5;610.0;6;Slow;1;1;3;1;0;0;0;1.0;0.5;1.0;0.0;1.0;4.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;2.0;1.0;1.0;2.0
719;Mega Diancie;Rock;Fairy;['Magic Bounce'];50;160;110;160;110;110;700;1.1;27.8;6;Slow;1;1;3;1;1;0;0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;0.0;0.5;4.0;1.0
719;Diancie;Rock;Fairy;['Clear Body'];50;100;150;100;150;50;600;0.7;8.8;6;Slow;1;1;3;1;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;0.0;0.5;4.0;1.0
720;Hoopa;Psychic;Ghost;['Magician'];80;110;60;150;130;70;600;0.5;9.0;6;Slow;1;1;3;1;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0;1.0;4.0;1.0;4.0;1.0;1.0
720;Hoopa Unbound;Psychic;Dark;['Magician'];80;160;60;170;130;80;680;6.5;490.0;6;Slow;1;1;3;1;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0
721;Volcanion;Fire;Water;['Water Absorb'];80;110;120;130;90;70;600;1.7;195.0;6;Slow;1;1;3;1;0;0;0;1.0;0.3;1.0;2.0;1.0;0.3;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.3;0.5
722;Rowlet;Grass;Flying;['Long Reach', 'Overgrow'];68;55;55;50;50;42;320;0.3;1.5;7;Medium Slow;1;0;45;0;0;0;0;1.0;2.0;0.5;1.0;0.3;4.0;0.5;2.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
723;Dartrix;Grass;Flying;['Long Reach', 'Overgrow'];78;75;75;70;70;52;420;0.7;16.0;7;Medium Slow;2;0;45;0;0;0;0;1.0;2.0;0.5;1.0;0.3;4.0;0.5;2.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
724;Decidueye;Grass;Ghost;['Long Reach', 'Overgrow'];78;107;75;100;100;70;530;1.6;36.6;7;Medium Slow;3;1;45;0;0;0;0;0.0;2.0;0.5;0.5;0.5;2.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0
725;Litten;Fire;;['Blaze', 'Intimidate'];45;65;40;60;40;70;320;0.4;4.3;7;Medium Slow;1;0;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
726;Torracat;Fire;;['Blaze', 'Intimidate'];65;85;50;80;50;90;420;0.7;25.0;7;Medium Slow;2;0;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
727;Incineroar;Fire;Dark;['Blaze', 'Intimidate'];95;115;90;80;90;60;530;1.8;83.0;7;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;0.0;1.0;2.0;0.5;1.0;0.5;0.5;1.0
728;Popplio;Water;;['Liquid Voice', 'Torrent'];50;54;54;66;56;40;320;0.4;7.5;7;Medium Slow;1;0;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
729;Brionne;Water;;['Liquid Voice', 'Torrent'];60;69;69;91;81;50;420;0.6;17.5;7;Medium Slow;2;0;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
730;Primarina;Water;Fairy;['Liquid Voice', 'Torrent'];80;74;74;126;116;60;530;1.8;44.0;7;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;0.5;2.0;1.0;1.0;1.0;0.5;1.0;1.0;0.0;0.5;1.0;1.0
731;Pikipek;Normal;Flying;['Keen Eye', 'Pickup', 'Skill Link'];35;75;30;30;30;65;265;0.3;1.2;7;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
732;Trumbeak;Normal;Flying;['Keen Eye', 'Pickup', 'Skill Link'];55;85;50;40;50;75;355;0.6;14.8;7;Medium Fast;2;0;120;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
733;Toucannon;Normal;Flying;['Keen Eye', 'Sheer Force', 'Skill Link'];80;120;75;75;75;60;485;1.1;26.0;7;Medium Fast;3;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;1.0;1.0;0.0;1.0;1.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0
734;Yungoos;Normal;;['Adaptability', 'Stakeout', 'Strong Jaw'];48;70;30;30;30;45;253;0.4;6.0;7;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
735;Gumshoos;Normal;;['Adaptability', 'Stakeout', 'Strong Jaw'];88;110;60;55;60;45;418;0.7;14.2;7;Medium Fast;2;1;127;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
736;Grubbin;Bug;;['Swarm'];47;62;45;55;45;46;300;0.4;4.4;7;Medium Fast;1;0;255;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
737;Charjabug;Bug;Electric;['Battery'];57;82;95;55;75;36;400;0.5;10.5;7;Medium Fast;2;0;120;0;0;0;0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
738;Vikavolt;Bug;Electric;['Levitate'];77;70;90;145;75;43;500;1.5;45.0;7;Medium Fast;3;1;45;0;0;0;0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
739;Crabrawler;Fighting;;['Anger Point', 'Hyper Cutter', 'Iron Fist'];47;82;57;42;47;63;338;0.6;7.0;7;Medium Fast;1;0;225;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
740;Crabominable;Fighting;Ice;['Anger Point', 'Hyper Cutter', 'Iron Fist'];97;132;77;62;67;43;478;1.7;180.0;7;Medium Fast;2;1;60;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;2.0;2.0;0.5;1.0;1.0;1.0;0.5;2.0;2.0
741;Oricorio Baile Style;Fire;Flying;['Dancer'];75;70;70;98;70;93;476;0.6;3.4;7;Medium Fast;1;1;45;0;0;0;0;1.0;0.5;2.0;2.0;0.3;1.0;0.5;1.0;0.0;1.0;1.0;0.3;4.0;1.0;1.0;1.0;0.5;0.5
741;Oricorio Pom-Pom Style;Electric;Flying;['Dancer'];75;70;70;98;70;93;476;0.6;3.4;7;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;0.5;2.0;0.5;1.0;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
741;Oricorio Pa'u Style;Psychic;Flying;['Dancer'];75;70;70;98;70;93;476;0.6;3.4;7;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.3;1.0;0.0;1.0;0.5;1.0;2.0;2.0;1.0;2.0;1.0;1.0
741;Oricorio Sensu Style;Ghost;Flying;['Dancer'];75;70;70;98;70;93;476;0.6;3.4;7;Medium Fast;1;1;45;0;0;0;0;0.0;1.0;1.0;2.0;0.5;2.0;0.0;0.5;0.0;1.0;1.0;0.3;2.0;2.0;1.0;2.0;1.0;1.0
742;Cutiefly;Bug;Fairy;['Honey Gather', 'Shield Dust', 'Sweet Veil'];40;45;40;55;40;84;304;0.1;0.2;7;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.3;2.0;0.5;2.0;1.0;0.5;2.0;1.0;0.0;0.5;2.0;1.0
743;Ribombee;Bug;Fairy;['Honey Gather', 'Shield Dust', 'Sweet Veil'];60;55;60;95;70;124;464;0.2;0.5;7;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.3;2.0;0.5;2.0;1.0;0.5;2.0;1.0;0.0;0.5;2.0;1.0
744;Rockruff;Rock;;['Keen Eye', 'Steadfast', 'Vital Spirit'];45;65;40;30;40;60;280;0.5;9.2;7;Medium Fast;1;0;190;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
745;Lycanroc;Rock;;['Keen Eye', 'Sand Rush', 'Steadfast'];75;115;65;55;65;112;487;0.8;25.0;7;Medium Fast;2;0;90;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
745;Lycanroc Midnight;Rock;;['Keen Eye', 'No Guard', 'Vital Spirit'];85;115;75;55;75;82;487;1.1;25.0;7;Medium Fast;2;0;90;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
745;Lycanroc Dusk;Rock;;['Tough Claws'];75;117;65;55;65;110;487;0.8;25.0;7;Medium Fast;2;0;90;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
746;Wishiwashi;Water;;['Schooling'];45;20;20;25;25;40;175;0.2;0.3;7;Fast;1;0;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
746;Wishiwashi School;Water;;['Schooling'];45;140;130;140;135;30;620;8.2;78.6;7;Fast;1;0;60;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
747;Mareanie;Poison;Water;['Limber', 'Merciless', 'Regenerator'];50;53;62;43;52;45;305;0.4;8.0;7;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;2.0;1.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
748;Toxapex;Poison;Water;['Limber', 'Merciless', 'Regenerator'];50;63;152;53;142;35;495;0.7;14.5;7;Medium Fast;2;1;75;0;0;0;0;1.0;0.5;0.5;2.0;1.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
749;Mudbray;Ground;;['Inner Focus', 'Own Tempo', 'Stamina'];70;100;70;45;55;45;385;1.0;110.0;7;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
750;Mudsdale;Ground;;['Inner Focus', 'Own Tempo', 'Stamina'];100;125;100;55;85;35;500;2.5;920.0;7;Medium Fast;2;1;60;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
751;Dewpider;Water;Bug;['Water Absorb', 'Water Bubble'];38;40;52;40;72;27;269;0.3;4.0;7;Medium Fast;1;0;200;0;0;0;0;1.0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
752;Araquanid;Water;Bug;['Water Absorb', 'Water Bubble'];68;70;92;50;132;42;454;1.8;82.0;7;Medium Fast;2;1;100;0;0;0;0;1.0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
